\begin{table}
Cell & Protocol & QC1.Rseal & QC1.Cm & QC1.Rseries & QC2.raw & QC2.subtracted & QC3.raw & QC3.E4031 & QC3.subtracted & QC4.Rseal & QC4.Cm & QC4.Rseries & QC5.1.staircase & QC6.subtracted & QC6.1.subtracted & QC6.2.subtracted \\ 
A01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
A03 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & False & True & True \\ 
A04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
A06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
A08 & staircaseramp & True & True & True & True & False & False & True & True & True & True & True & False & False & False & True \\ 
A09 & staircaseramp & True & True & True & True & False & True & False & False & False & True & True & True & False & False & False \\ 
A12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
A13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
A14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
A18 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
A21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
A22 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
B04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
B05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
B06 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
B07 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
B08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
B09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
B10 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
B11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
B12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
B14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
B15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
B16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
B18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
B19 & staircaseramp & False & True & True & True & False & True & True & True & False & True & True & True & False & False & False \\ 
B20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
B23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
B24 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & True & True \\ 
C04 & staircaseramp & True & True & True & True & True & True & False & False & True & True & True & True & False & False & False \\ 
C05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
C06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
C07 & staircaseramp & False & True & True & True & True & False & True & False & True & True & True & False & False & False & False \\ 
C10 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
C12 & staircaseramp & True & True & True & True & True & True & False & False & True & True & True & True & False & True & True \\ 
C15 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
C21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
C22 & staircaseramp & True & True & True & True & True & True & False & True & True & True & True & True & False & False & False \\ 
