\begin{table}
Cell & Protocol & QC1.Rseal & QC1.Cm & QC1.Rseries & QC2.raw & QC2.subtracted & QC3.raw & QC3.E4031 & QC3.subtracted & QC4.Rseal & QC4.Cm & QC4.Rseries & QC5.1.staircase & QC6.subtracted & QC6.1.subtracted & QC6.2.subtracted \\ 
A01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A03 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
A04 & staircaseramp & True & True & True & False & False & True & True & True & False & True & True & True & True & True & True \\ 
A05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & False & True & False & True & True \\ 
A11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
A13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
A16 & staircaseramp & True & True & True & True & False & True & True & True & False & True & True & True & False & True & True \\ 
A17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
A19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A20 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & True & True \\ 
A21 & staircaseramp & True & True & False & True & True & True & True & True & True & False & False & True & True & True & True \\ 
A22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A24 & staircaseramp & True & True & True & True & True & True & False & True & True & True & True & True & True & True & True \\ 
B02 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & False & False \\ 
B03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & True \\ 
B08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
B11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B13 & staircaseramp & True & True & True & False & False & True & True & True & False & True & True & True & False & False & False \\ 
B15 & staircaseramp & False & True & True & False & True & True & True & True & True & True & True & False & False & True & True \\ 
B16 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
B17 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
B18 & staircaseramp & False & True & True & True & False & True & False & True & False & False & True & True & False & False & False \\ 
B19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
B20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B21 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
B22 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
B23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B24 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & False & True & True & True \\ 
C01 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & False & False \\ 
C02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C04 & staircaseramp & True & True & True & False & False & True & True & True & False & True & True & True & True & True & True \\ 
C05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C11 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
C12 & staircaseramp & True & True & True & False & False & True & True & True & False & True & True & True & False & True & True \\ 
C13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C16 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & True & True \\ 
C17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
C19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C23 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & False \\ 
C24 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
D01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D04 & staircaseramp & True & True & True & True & False & True & True & True & False & True & True & False & False & True & True \\ 
D05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D06 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
D07 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
D08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & True & True & True \\ 
D12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D14 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & True & True & True \\ 
D15 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
D16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D17 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
D18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D19 & staircaseramp & True & True & True & True & False & True & True & True & False & True & True & False & False & False & False \\ 
D20 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
D21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
D23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & False & True & True & True & True \\ 
E03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E06 & staircaseramp & True & True & False & True & True & True & True & True & True & True & False & True & True & True & True \\ 
E08 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
E09 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
E10 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & False & False \\ 
E11 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & False & True \\ 
E12 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
E13 & staircaseramp & True & True & True & True & True & False & True & True & True & True & True & True & True & True & True \\ 
E14 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & True & True \\ 
E15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E16 & staircaseramp & True & True & False & True & True & True & True & True & True & True & False & True & True & True & True \\ 
E17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
E20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
E21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E22 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
E23 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
E24 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
F01 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
F02 & staircaseramp & True & True & True & True & False & True & True & True & True & False & True & True & True & True & True \\ 
F03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
F09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F10 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
F11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
