\begin{table}
Cell & Protocol & QC1.Rseal & QC1.Cm & QC1.Rseries & QC2.raw & QC2.subtracted & QC3.raw & QC3.E4031 & QC3.subtracted & QC4.Rseal & QC4.Cm & QC4.Rseries & QC5.1.staircase & QC6.subtracted & QC6.1.subtracted & QC6.2.subtracted \\ 
A01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A02 & staircaseramp & True & True & False & True & True & True & True & True & False & True & True & True & True & True & True \\ 
A03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
A04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A05 & staircaseramp & True & True & False & True & False & True & True & True & False & True & False & True & True & True & True \\ 
A06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A08 & staircaseramp & True & False & True & False & False & True & True & True & False & True & True & True & False & True & True \\ 
A09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & True \\ 
A13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & False \\ 
A15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A18 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
A19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A21 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
A22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A24 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
B01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & True \\ 
B03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B07 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
B08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B09 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
B10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B12 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
B13 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
B14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B16 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
B17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B22 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
B23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & False \\ 
B24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
C01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
C05 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
C06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C08 & staircaseramp & True & True & True & False & False & True & True & True & False & True & True & True & True & True & True \\ 
C09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C11 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
C12 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
C13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
C17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C19 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
C20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
D02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
D08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
D13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D14 & staircaseramp & True & True & True & True & True & True & False & False & False & True & True & False & False & True & True \\ 
D15 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
D16 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
D17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D20 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
D21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
D22 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
D23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E01 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & True & True \\ 
E02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E07 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
E08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E09 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
E10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E11 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
E12 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & True & True & True \\ 
E13 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
E14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E17 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
E18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E23 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
E24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
F01 & staircaseramp & True & True & True & False & False & True & True & True & False & True & True & True & True & True & True \\ 
F02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F03 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
F04 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
F05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
F06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F07 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & False \\ 
F08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
F09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
F10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
F14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F15 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
F16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & False \\ 
F18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F19 & staircaseramp & True & True & True & False & False & True & True & True & False & True & True & True & True & True & True \\ 
F20 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
F21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
F22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
G01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
