\begin{table}
Cell & Protocol & QC1.Rseal & QC1.Cm & QC1.Rseries & QC2.raw & QC2.subtracted & QC3.raw & QC3.E4031 & QC3.subtracted & QC4.Rseal & QC4.Cm & QC4.Rseries & QC5.1.staircase & QC6.subtracted & QC6.1.subtracted & QC6.2.subtracted \\ 
A03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
A05 & staircaseramp & True & True & True & True & False & True & True & True & False & True & True & False & True & True & True \\ 
A06 & staircaseramp & False & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
A08 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & False & True & True \\ 
A11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
A14 & staircaseramp & False & True & True & True & True & False & True & False & True & True & True & True & False & False & False \\ 
A19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
A20 & staircaseramp & False & True & True & True & True & False & True & False & True & True & True & False & False & True & False \\ 
A21 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & False \\ 
A22 & staircaseramp & True & False & True & True & True & True & True & True & True & False & True & True & False & False & False \\ 
B02 & staircaseramp & True & True & True & True & True & True & False & True & True & True & True & True & False & False & False \\ 
B03 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
B04 & staircaseramp & False & True & True & True & False & False & False & False & True & True & True & False & False & False & False \\ 
B05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & False \\ 
B08 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
B09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B12 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
B13 & staircaseramp & False & True & True & False & False & False & True & False & False & True & True & True & True & False & False \\ 
B14 & staircaseramp & True & True & True & True & True & True & False & False & True & True & True & True & False & True & True \\ 
B15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B18 & staircaseramp & True & True & True & True & True & True & False & False & True & True & True & True & False & False & False \\ 
B20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B21 & staircaseramp & True & True & True & True & True & True & True & True & False & False & True & True & True & True & True \\ 
B23 & staircaseramp & True & True & True & True & True & False & True & True & True & True & True & True & True & True & True \\ 
